Country Name,year,GDP,population
Armenia,1965,25931235300.7056,2211316.0
American Samoa,1965,25931235300.7056,23520.0
Antigua and Barbuda,1965,25931235300.7056,60781.0
Australia,1965,25931235300.7056,11388000.0
Austria,1965,9994070615.85997,7270889.0
Azerbaijan,1965,158994962.962963,4592610.0
Burundi,1965,158994962.962963,3077876.0
Belgium,1965,17371457607.9374,9463667.0
Benin,1965,289908720.648622,2632356.0
Burkina Faso,1965,422916848.424208,5174870.0
Bangladesh,1965,5906636557.00092,55834038.0
Bulgaria,1965,300392156.862745,8204168.0
Bahrain,1965,300392156.862745,187431.0
"Bahamas, The",1965,300392156.862745,140054.0
Bosnia and Herzegovina,1965,40069930.0699301,3535640.0
Belarus,1965,40069930.0699301,8610000.0
Belize,1965,40069930.0699301,106119.0
Bermuda,1965,114339048.962736,50100.0
Bolivia,1965,908874537.037037,4070590.0
Brazil,1965,667357979774.515,83498020.0
Barbados,1965,667357979774.515,235374.0
Brunei Darussalam,1965,114040245.655299,102425.0
Bhutan,1965,667357979774.515,254464.0
Botswana,1965,45790869.7473126,597190.0
Central African Republic,1965,150574816.300764,1648833.0
Canada,1965,53909570342.169,19678000.0
Central Europe and the Baltics,1965,15346741669.7575,95447065.0
Switzerland,1965,15346741669.7575,5856472.0
Channel Islands,1965,6026593750.0,114995.0
Chile,1965,6026593750.0,8617077.0
China,1965,70436266146.7219,715185000.0
Cote d'Ivoire,1965,919771356.426097,4321791.0
Cameroon,1965,814139855.756458,5777834.0
"Congo, Dem. Rep.",1965,198318063.860841,17369883.0
"Congo, Rep.",1965,198318063.860841,1184316.0
Colombia,1965,5790247619.04762,19144223.0
Comoros,1965,592981162.264151,207424.0
Cabo Verde,1965,592981162.264151,231428.0
Costa Rica,1965,592981162.264151,1589621.0
Caribbean small states,1965,2687118270.19082,4585777.0
Cuba,1965,10678897387.0006,7951933.0
Curacao,1965,10678897387.0006,135266.0
Cayman Islands,1965,10678897387.0006,8369.0
Cyprus,1965,10678897387.0006,580966.0
Czech Republic,1965,10678897387.0006,9779358.0
Germany,1965,10678897387.0006,75963695.0
Djibouti,1965,10678897387.0006,114963.0
Dominica,1965,10678897387.0006,65038.0
Denmark,1965,10678897387.0006,4759012.0
Dominican Republic,1965,888100000.0,3878948.0
Algeria,1965,3136258896.9233,12626952.0
East Asia & Pacific (excluding high income),1965,94586037596.9977,975325710.0
Early-demographic dividend,1965,195657031459.42,1103433059.0
East Asia & Pacific,1965,224572106261.719,1135650895.0
Europe & Central Asia (excluding high income),1965,45790869.7473126,296453822.0
Europe & Central Asia,1965,667357979774.515,706609007.0
Ecuador,1965,2387048255.45173,5250119.0
"Egypt, Arab Rep.",1965,5111621013.54303,30875964.0
Euro area,1965,408271451256.525,277856703.0
Eritrea,1965,24756958694.9238,1589179.0
Spain,1965,24756958694.9238,31954292.0
Estonia,1965,567732375288.081,1294566.0
Ethiopia,1965,567732375288.081,25013626.0
European Union,1965,567732375288.081,427592605.0
Fragile and conflict affected situations,1965,8589340019.02985,135063791.0
Finland,1965,8589340019.02985,4563732.0
Fiji,1965,147084750.031482,463883.0
France,1965,102160571409.274,50023774.0
Faroe Islands,1965,226474285.587116,36900.0
"Micronesia, Fed. Sts.",1965,226474285.587116,52242.0
Gabon,1965,226474285.587116,532511.0
United Kingdom,1965,100595782309.165,54348050.0
Georgia,1965,408271451256.525,3921600.0
Ghana,1965,2053462872.38275,7710549.0
Gibraltar,1965,508650000.0,26041.0
Guinea,1965,5863733230.97616,3877806.0
"Gambia, The",1965,5863733230.97616,400861.0
Guinea-Bissau,1965,5863733230.97616,652562.0
Equatorial Guinea,1965,64748333.3333333,277396.0
Greece,1965,7600579093.1158,8550333.0
Grenada,1965,7600579093.1158,94581.0
Greenland,1965,5863733230.97616,39200.0
Guatemala,1965,1331399900.0,4869716.0
Guam,1965,7600579093.1158,74830.0
Guyana,1965,213235294.117647,651868.0
High income,1965,1560201455774.1,832959686.0
"Hong Kong SAR, China",1965,2435078534.03141,3597900.0
Honduras,1965,508650000.0,2346010.0
Heavily indebted poor countries (HIPC),1965,21606074446.6605,183311108.0
Croatia,1965,24756958694.9238,4287000.0
Haiti,1965,523694949.370689,4271133.0
Hungary,1965,523694949.370689,10147935.0
IBRD only,1965,427999464352.027,2109873877.0
IDA & IBRD total,1965,427999464352.027,2542784929.0
IDA total,1965,51247126286.3366,432911052.0
IDA blend,1965,18014099685.4984,139283107.0
Indonesia,1965,58760424669.8482,100308894.0
IDA only,1965,58760424669.8482,293627945.0
Isle of Man,1965,58760424669.8482,50141.0
India,1965,58760424669.8482,497702365.0
Not classified,1965,2945704142.99765,2877300.0
Ireland,1965,2945704142.99765,2877300.0
"Iran, Islamic Rep.",1965,6197319929.69081,24955115.0
Iraq,1965,2340521142.5371,8375793.0
Iceland,1965,523694949.370689,192286.0
Israel,1965,3663333333.33333,2563000.0
Italy,1965,67978153850.5191,52112350.0
Jamaica,1965,972140557.188856,1756266.0
Jordan,1965,599831979.837581,1172550.0
Japan,1965,90950278257.7778,98883000.0
Kazakhstan,1965,997919319.980049,11588870.0
Kenya,1965,997919319.980049,9504703.0
Kyrgyz Republic,1965,868571428.571429,2573300.0
Cambodia,1965,868571428.571429,6467197.0
Kiribati,1965,13593932.3220537,46453.0
St. Kitts and Nevis,1965,13593932.3220537,49214.0
"Korea, Rep.",1965,3120307807.80781,28704674.0
Kuwait,1965,2097451694.2033,473554.0
Latin America & Caribbean (excluding high income),1965,523694949.370689,213545018.0
Lao PDR,1965,523694949.370689,2382594.0
Lebanon,1965,523694949.370689,2092348.0
Liberia,1965,229260800.0,1252972.0
Libya,1965,5111621013.54303,1733306.0
St. Lucia,1965,229260800.0,96302.0
Latin America & Caribbean,1965,4388937649.03846,252710310.0
Least developed countries: UN classification,1965,1698319327.73109,271400502.0
Low income,1965,1698319327.73109,186434685.0
Liechtenstein,1965,1698319327.73109,18649.0
Sri Lanka,1965,1698319327.73109,11110828.0
Lower middle income,1965,128446486720.896,1048295050.0
Low & middle income,1965,402968086748.678,2491585633.0
Lesotho,1965,54878902.4219516,933655.0
Late-demographic dividend,1965,921600736.304026,1192149720.0
Lithuania,1965,921600736.304026,2971450.0
Luxembourg,1965,921600736.304026,331500.0
Latvia,1965,2948325264.30195,2265919.0
"Macao SAR, China",1965,2948325264.30195,203231.0
St. Martin (French part),1965,2948325264.30195,4841.0
Morocco,1965,2948325264.30195,14229044.0
Monaco,1965,21840000000.0,23282.0
Moldova,1965,21840000000.0,2825000.0
Madagascar,1965,833563472.162352,5769218.0
Maldives,1965,21840000000.0,102766.0
Middle East & North Africa,1965,21840000000.0,120973578.0
Mexico,1965,21840000000.0,44623043.0
Marshall Islands,1965,385418024069.629,17284.0
Middle income,1965,385418024069.629,2305150948.0
"Macedonia, FYR",1965,172767213.286362,1592432.0
Mali,1965,172767213.286362,5568484.0
Malta,1965,172767213.286362,318800.0
Myanmar,1965,172767213.286362,23391145.0
Middle East & North Africa (excluding high income),1965,172767213.286362,111738154.0
Montenegro,1965,172767213.286362,526327.0
Mongolia,1965,172767213.286362,1107124.0
Northern Mariana Islands,1965,172767213.286362,11105.0
Mozambique,1965,1698319327.73109,8203076.0
Mauritania,1965,172767213.286362,992367.0
Mauritius,1965,833563472.162352,753000.0
Malawi,1965,229455410.891782,4058673.0
Malaysia,1965,2956356984.18921,9526563.0
North America,1965,797723909391.131,214031100.0
Namibia,1965,797723909391.131,682551.0
New Caledonia,1965,159594493.548808,90500.0
Niger,1965,673383510.242124,3913934.0
Nigeria,1965,5874422511.54977,50127214.0
Nicaragua,1965,63287594.5113414,2062630.0
Netherlands,1965,21000586933.2041,12294732.0
Norway,1965,8058681060.159,3723168.0
Nepal,1965,735267082.294264,10913724.0
Nauru,1965,735267082.294264,5740.0
New Zealand,1965,5654463586.00366,2628400.0
OECD members,1965,1556360541157.51,844331730.0
Oman,1965,63287594.5113414,625009.0
Other small states,1965,833563472.162352,10086706.0
Pakistan,1965,5884712095.75809,50845221.0
Panama,1965,852485300.0,1314626.0
Peru,1965,5166861068.42164,11607681.0
Philippines,1965,5784398976.9821,30913933.0
Palau,1965,344159480.344943,10782.0
Papua New Guinea,1965,344159480.344943,2236206.0
Poland,1965,11922670116.2785,31444950.0
Pre-demographic dividend,1965,11922670116.2785,212187233.0
Puerto Rico,1965,2881500000.0,2594000.0
"Korea, Dem. People’s Rep.",1965,4687464054.83455,12547525.0
Portugal,1965,4687464054.83455,8998595.0
Paraguay,1965,400129691.269841,2170859.0
West Bank and Gaza,1965,229455410.891782,4058673.0
Pacific island small states,1965,5884712095.75809,1015765.0
Post-demographic dividend,1965,1519851836995.38,802234753.0
French Polynesia,1965,176534589.603389,93438.0
Qatar,1965,138650000.0,73633.0
Romania,1965,73302131950.1339,19031576.0
Russian Federation,1965,148799980.0,126745000.0
Rwanda,1965,148799980.0,3232934.0
South Asia,1965,73302131950.1338,636701820.0
Saudi Arabia,1965,1679333333.33333,4843635.0
Sudan,1965,1679333333.33333,8770097.0
Senegal,1965,955834893.28571,3682876.0
Singapore,1965,974193126.878348,1886900.0
Solomon Islands,1965,359379856.248057,136847.0
Sierra Leone,1965,359379856.248057,2473294.0
El Salvador,1965,877720000.0,3197863.0
San Marino,1965,37843392609.2085,17441.0
Somalia,1965,37843392609.2085,3068437.0
Serbia,1965,37843392609.2085,257821109.0
Sub-Saharan Africa (excluding high income),1965,37843392609.2085,257821109.0
South Sudan,1965,138650000.0,3263638.0
Sub-Saharan Africa,1965,37857837468.8279,257868609.0
Small states,1965,138650000.0,15688248.0
Sao Tome and Principe,1965,138650000.0,64796.0
Suriname,1965,138650000.0,331793.0
Slovak Republic,1965,23260320646.2745,4370983.0
Slovenia,1965,23260320646.2745,1649160.0
Sweden,1965,23260320646.2745,7733853.0
Swaziland,1965,70278594.4281114,391546.0
Sint Maarten (Dutch part),1965,15603032.7955465,47500.0
Seychelles,1965,15603032.7955465,47500.0
Syrian Arab Republic,1965,1472036550.70992,5373137.0
Turks and Caicos Islands,1965,416926302.963509,5672.0
Chad,1965,416926302.963509,3309573.0
East Asia & Pacific (IDA & IBRD countries),1965,94390969067.4581,962765447.0
Europe & Central Asia (IDA & IBRD countries),1965,37857837468.8279,332185772.0
Togo,1965,187300336.365369,1708630.0
Thailand,1965,4388937649.03846,31822796.0
Tajikistan,1965,4388937649.03846,2487953.0
Turkmenistan,1965,4388937649.03846,1892599.0
Latin America & the Caribbean (IDA & IBRD countries),1965,73302131950.1339,241525127.0
Timor-Leste,1965,73302131950.1339,548218.0
Middle East & North Africa (IDA & IBRD countries),1965,73302131950.1339,111738154.0
Tonga,1965,73302131950.1339,74362.0
South Asia (IDA & IBRD),1965,73302131950.1339,636701820.0
Sub-Saharan Africa (IDA & IBRD countries),1965,37857837468.8279,257868609.0
Trinidad and Tobago,1965,736568861.926151,912417.0
Tunisia,1965,991047619.047619,4545339.0
Turkey,1965,11944444444.4444,30972965.0
Tuvalu,1965,884873949.579832,6815.0
Tanzania,1965,884873949.579832,11683528.0
Uganda,1965,884873949.579832,8014401.0
Ukraine,1965,251018445586.288,45261935.0
Upper middle income,1965,251018445586.288,1256855898.0
Uruguay,1965,1890769326.14221,2694537.0
United States,1965,743700000000.0,194303000.0
Uzbekistan,1965,15108207.4316047,10143740.0
St. Vincent and the Grenadines,1965,15108207.4316047,85970.0
"Venezuela, RB",1965,9496244444.44444,9824692.0
British Virgin Islands,1965,66500000.0,8814.0
Virgin Islands (U.S.),1965,66500000.0,43500.0
Vietnam,1965,1947842910540.04,37860012.0
Vanuatu,1965,1947842910540.04,74289.0
World,1965,1947842910540.04,3324545319.0
Samoa,1965,11334173316.5337,127068.0
Kosovo,1965,11334173316.5337,1078000.0
"Yemen, Rep.",1965,11334173316.5337,5643643.0
South Africa,1965,11334173316.5337,19942303.0
Zambia,1965,1082857142.85714,3563407.0
Zimbabwe,1965,1311435800.0,4410212.0
Aruba,1966,1399999966.66667,57715.0
Afghanistan,1966,1399999966.66667,10152331.0
Angola,1966,27261731436.891,6309770.0
Albania,1966,27261731436.891,1914573.0
Andorra,1966,27261731436.891,19647.0
Arab World,1966,27261731436.891,109230593.0
United Arab Emirates,1966,27261731436.891,160481.0
Argentina,1966,27261731436.891,22608748.0
Armenia,1966,27261731436.891,2276031.0
American Samoa,1966,27261731436.891,24321.0
Antigua and Barbuda,1966,27261731436.891,62059.0
Australia,1966,27261731436.891,11651000.0
Austria,1966,10887682273.1014,7322066.0
Azerbaijan,1966,18651883472.4808,4721525.0
Burundi,1966,165444571.428571,3152723.0
Belgium,1966,18651883472.4808,9527807.0
Benin,1966,302925280.773564,2682159.0
Burkina Faso,1966,433889831.584706,5256363.0
Bangladesh,1966,6439687598.32324,57672990.0
Bulgaria,1966,340000000.0,8258057.0
Bahrain,1966,340000000.0,191780.0
"Bahamas, The",1966,340000000.0,146366.0
Bosnia and Herzegovina,1966,44405594.4055944,3586634.0
Belarus,1966,44405594.4055944,8696496.0
Belize,1966,44405594.4055944,109347.0
Bermuda,1966,134173373.782802,51000.0
Bolivia,1966,994044553.872054,4152668.0
Brazil,1966,165444571.428571,85837799.0
Barbados,1966,165444571.428571,236044.0
Brunei Darussalam,1966,132758395.400497,107316.0
Bhutan,1966,132758395.400497,262244.0
Botswana,1966,51464435.1464435,614613.0
Central African Republic,1966,157930041.875883,1682885.0
Canada,1966,60358632035.1532,20048000.0
Central Europe and the Baltics,1966,16480058704.8531,96148635.0
Switzerland,1966,16480058704.8531,5918002.0
Channel Islands,1966,7072641025.64103,116227.0
Chile,1966,7072641025.64103,8806137.0
China,1966,76720285969.6157,735400000.0
Cote d'Ivoire,1966,1024103034.29198,4487204.0
Cameroon,1966,853268771.097081,5915123.0
"Congo, Dem. Rep.",1966,220613582.369866,17861881.0
"Congo, Rep.",1966,220613582.369866,1217391.0
Colombia,1966,5452762962.96296,19721462.0
Comoros,1966,647305630.188679,211478.0
Cabo Verde,1966,647305630.188679,239770.0
Costa Rica,1966,647305630.188679,1642186.0
Caribbean small states,1966,2914379439.1565,4653919.0
Cuba,1966,11721248101.0874,8110430.0
Curacao,1966,11721248101.0874,136682.0
Cayman Islands,1966,11721248101.0874,8441.0
Cyprus,1966,11721248101.0874,585308.0
Czech Republic,1966,11721248101.0874,9821040.0
Germany,1966,11721248101.0874,76600311.0
Djibouti,1966,11721248101.0874,122866.0
Dominica,1966,11721248101.0874,66311.0
Denmark,1966,11721248101.0874,4797381.0
Dominican Republic,1966,983900000.0,4001375.0
Algeria,1966,3039834558.74906,12980267.0
East Asia & Pacific (excluding high income),1966,103545708867.039,1002752091.0
Early-demographic dividend,1966,192334096544.758,1130587356.0
East Asia & Pacific,1966,251075815932.45,1165517894.0
Europe & Central Asia (excluding high income),1966,60358632035.1532,300043201.0
Europe & Central Asia,1966,725017243050.695,713341112.0
Ecuador,1966,2429309513.80854,5405685.0
"Egypt, Arab Rep.",1966,5339520612.99374,31697616.0
Euro area,1966,445206447913.137,280147494.0
Eritrea,1966,28721062242.1634,1631147.0
Spain,1966,28721062242.1634,32283194.0
Estonia,1966,615437686396.082,1308597.0
Ethiopia,1966,615437686396.082,25641376.0
European Union,1966,615437686396.082,430868372.0
Fragile and conflict affected situations,1966,9208524504.87684,138532362.0
Finland,1966,9208524504.87684,4580869.0
Fiji,1966,150603925.515853,476324.0
France,1966,110597467198.645,50508717.0
Faroe Islands,1966,245849781.715943,37334.0
"Micronesia, Fed. Sts.",1966,245849781.715943,54199.0
Gabon,1966,245849781.715943,542557.0
United Kingdom,1966,107090721447.057,54648500.0
Georgia,1966,2126300573.17668,3966700.0
Ghana,1966,2126300573.17668,7890992.0
Gibraltar,1966,1390700000.0,26612.0
Guinea,1966,23407992921.1551,3948869.0
"Gambia, The",1966,44212353.6988296,408180.0
Guinea-Bissau,1966,44212353.6988296,662463.0
Equatorial Guinea,1966,69110000.0,284868.0
Greece,1966,8455611129.27936,8613651.0
Grenada,1966,8455611129.27936,94875.0
Greenland,1966,841974025.462659,40500.0
Guatemala,1966,1390700000.0,5013153.0
Guam,1966,1390700000.0,76607.0
Guyana,1966,228705882.352941,664521.0
High income,1966,1711166477593.36,842127682.0
"Hong Kong SAR, China",1966,2489845016.64894,3629900.0
Honduras,1966,549950000.0,2414807.0
Heavily indebted poor countries (HIPC),1966,23407992921.1551,187976481.0
Croatia,1966,245849781.715943,4313000.0
Haiti,1966,244459500.0,4357484.0
Hungary,1966,73654870011.2757,10178653.0
IBRD only,1966,438142889078.799,2159939612.0
IDA & IBRD total,1966,438142889078.799,2604231797.0
IDA total,1966,55406653326.332,444292185.0
IDA blend,1966,19554625229.6647,142884219.0
Indonesia,1966,45253641303.1897,103067354.0
IDA only,1966,45253641303.1897,301407966.0
Isle of Man,1966,45253641303.1897,51049.0
India,1966,45253641303.1897,508161935.0
Not classified,1966,3104034393.23162,2888800.0
Ireland,1966,3104034393.23162,2888800.0
"Iran, Islamic Rep.",1966,6789938673.21106,25624656.0
Iraq,1966,2340521142.5371,8651164.0
Iceland,1966,628893310.399926,195570.0
Israel,1966,3980000000.0,2629000.0
Italy,1966,73654870011.2757,52519000.0
Jamaica,1966,1096738065.2387,1780264.0
Jordan,1966,658078969.476337,1265806.0
Japan,1966,105628070343.111,99790000.0
Kazakhstan,1966,1164519673.19763,11872939.0
Kenya,1966,1164519673.19763,9822499.0
Kyrgyz Republic,1966,914285714.285714,2655300.0
Cambodia,1966,914285714.285714,6584766.0
Kiribati,1966,14469078.1796966,47459.0
St. Kitts and Nevis,1966,14469078.1796966,48358.0
"Korea, Rep.",1966,3928171298.00251,29435571.0
Kuwait,1966,2391486978.43741,524856.0
Latin America & Caribbean (excluding high income),1966,5339520612.99374,219670768.0
Lao PDR,1966,5339520612.99374,2439196.0
Lebanon,1966,5339520612.99374,2136636.0
Liberia,1966,244459500.0,1282814.0
Libya,1966,16480058704.8531,1803683.0
St. Lucia,1966,1399999966.66667,97881.0
Latin America & Caribbean,1966,16480058704.8531,259468669.0
Least developed countries: UN classification,1966,5279230817.30769,278419926.0
Low income,1966,180340653.821888,191035377.0
Liechtenstein,1966,1751470588.23529,19153.0
Sri Lanka,1966,1751470588.23529,11380683.0
Lower middle income,1966,115988787147.423,1072942964.0
Low & middle income,1966,411343693002.255,2552655971.0
Lesotho,1966,56698866.0226795,952206.0
Late-demographic dividend,1966,968440149.470951,1221225432.0
Lithuania,1966,968440149.470951,3008050.0
Luxembourg,1966,968440149.470951,333895.0
Latvia,1966,2876395613.08171,2283217.0
"Macao SAR, China",1966,2876395613.08171,213196.0
St. Martin (French part),1966,2876395613.08171,4936.0
Morocco,1966,2876395613.08171,14593284.0
Monaco,1966,24320000000.0,23305.0
Moldova,1966,24320000000.0,2873000.0
Madagascar,1966,900264583.688205,5918595.0
Maldives,1966,24320000000.0,105190.0
Middle East & North Africa,1966,24320000000.0,124374455.0
Mexico,1966,24320000000.0,46011038.0
Marshall Islands,1966,392740178228.79,17842.0
Middle income,1966,392740178228.79,2361620594.0
"Macedonia, FYR",1966,900264583.688205,1617794.0
Mali,1966,900264583.688205,5635859.0
Malta,1966,900264583.688205,315200.0
Myanmar,1966,900264583.688205,23944178.0
Middle East & North Africa (excluding high income),1966,900264583.688205,114816087.0
Montenegro,1966,900264583.688205,526419.0
Mongolia,1966,900264583.688205,1139961.0
Northern Mariana Islands,1966,900264583.688205,11435.0
Mozambique,1966,900264583.688205,8381455.0
Mauritania,1966,180340653.821888,1021882.0
Mauritius,1966,24320000000.0,768813.0
Malawi,1966,260394792.104158,4158124.0
Malaysia,1966,3143538481.64119,9789982.0
North America,1966,875492805408.936,216659000.0
Namibia,1966,875492805408.936,700341.0
New Caledonia,1966,164206537.561675,93500.0
Niger,1966,702296079.857695,4027758.0
Nigeria,1966,6366792664.14672,51217359.0
Nicaragua,1966,67768132.1758611,2125240.0
Netherlands,1966,22867203317.4022,12456251.0
Norway,1966,8696460205.3397,3753012.0
Nepal,1966,906811943.824649,11109884.0
Nauru,1966,906811943.824649,5933.0
New Zealand,1966,5863733230.97616,2675900.0
OECD members,1966,1708840630552.19,854364014.0
Oman,1966,67768132.1758611,642003.0
Other small states,1966,260394792.104158,10278079.0
Pakistan,1966,6466610751.78496,52191095.0
Panama,1966,928833000.0,1353804.0
Peru,1966,6113607728.15672,11941325.0
Philippines,1966,6371459304.41018,31867563.0
Palau,1966,13054125473.4608,10946.0
Papua New Guinea,1966,390973233.284802,2289109.0
Poland,1966,13054125473.4608,31681000.0
Pre-demographic dividend,1966,13054125473.4608,217522775.0
Puerto Rico,1966,3170500000.0,2624995.0
"Korea, Dem. People’s Rep.",1966,5135387845.97108,12864954.0
Portugal,1966,5135387845.97108,8930990.0
Paraguay,1966,421700442.063492,2229376.0
West Bank and Gaza,1966,260394792.104158,1044547.0
Pacific island small states,1966,260394792.104158,1044547.0
Post-demographic dividend,1966,1666680425393.4,810477286.0
French Polynesia,1966,215659455.017302,96732.0
Qatar,1966,171100000.0,79844.0
Romania,1966,61638105531.2508,19215450.0
Russian Federation,1966,124525702.857143,127468000.0
Rwanda,1966,124525702.857143,3319082.0
South Asia,1966,61638105531.2508,651036352.0
Saudi Arabia,1966,1723000000.0,5015204.0
Sudan,1966,1723000000.0,9047798.0
Senegal,1966,984942988.068955,3789211.0
Singapore,1966,1095910100.61414,1934400.0
Solomon Islands,1966,375479849.80806,141026.0
Sierra Leone,1966,375479849.80806,2512652.0
El Salvador,1966,929520000.0,3290411.0
San Marino,1966,40660758117.0974,17835.0
Somalia,1966,40660758117.0974,3143836.0
Serbia,1966,40660758117.0974,264337472.0
Sub-Saharan Africa (excluding high income),1966,40660758117.0974,264337472.0
South Sudan,1966,171100000.0,3334191.0
Sub-Saharan Africa,1966,40675907811.4446,264386171.0
Small states,1966,171100000.0,15976545.0
Sao Tome and Principe,1966,171100000.0,66063.0
Suriname,1966,171100000.0,341133.0
Slovak Republic,1966,25302033132.3312,4411666.0
Slovenia,1966,25302033132.3312,1669905.0
Sweden,1966,25302033132.3312,7807797.0
Swaziland,1966,76858462.8307434,401183.0
Sint Maarten (Dutch part),1966,16443034.5611211,48699.0
Seychelles,1966,16443034.5611211,48699.0
Syrian Arab Republic,1966,1342287556.59602,5553246.0
Turks and Caicos Islands,1966,432794922.459835,5629.0
Chad,1966,432794922.459835,3372170.0
East Asia & Pacific (IDA & IBRD countries),1966,103332162452.769,989873762.0
Europe & Central Asia (IDA & IBRD countries),1966,40675907811.4446,336037201.0
Togo,1966,216136263.912497,1774029.0
Thailand,1966,5279230817.30769,32789096.0
Tajikistan,1966,5279230817.30769,2574478.0
Turkmenistan,1966,5279230817.30769,1952141.0
Latin America & the Caribbean (IDA & IBRD countries),1966,5279230817.30769,248082224.0
Timor-Leste,1966,61638105531.2508,558676.0
Middle East & North Africa (IDA & IBRD countries),1966,61638105531.2508,114816087.0
Tonga,1966,61638105531.2508,76779.0
South Asia (IDA & IBRD),1966,61638105531.2508,651036352.0
Sub-Saharan Africa (IDA & IBRD countries),1966,40675907811.4446,264386171.0
Trinidad and Tobago,1966,723735635.536371,919903.0
Tunisia,1966,1040952380.95238,4638275.0
Turkey,1966,14122222222.2222,31717477.0
Tuvalu,1966,925770308.123249,6938.0
Tanzania,1966,925770308.123249,12038903.0
Uganda,1966,925770308.123249,8292776.0
Ukraine,1966,274716073126.445,45682308.0
Upper middle income,1966,274716073126.445,1288677630.0
Uruguay,1966,1809183974.52669,2722877.0
United States,1966,815000000000.0,196560000.0
Uzbekistan,1966,16099865.8344514,10520879.0
St. Vincent and the Grenadines,1966,16099865.8344514,86857.0
"Venezuela, RB",1966,9984400000.0,10175140.0
British Virgin Islands,1966,84100000.0,9007.0
Virgin Islands (U.S.),1966,84100000.0,46200.0
Vietnam,1966,2111599901168.21,38959334.0
Vanuatu,1966,2111599901168.21,76413.0
World,1966,2111599901168.21,3394783653.0
Samoa,1966,12354752904.9419,130688.0
Kosovo,1966,12354752904.9419,1106000.0
"Yemen, Rep.",1966,12354752904.9419,5748588.0
South Africa,1966,12354752904.9419,20486439.0
Zambia,1966,1264285714.28571,3676189.0
Zimbabwe,1966,1281749500.0,4553433.0
Aruba,1967,1673333417.77778,58055.0
Afghanistan,1967,1673333417.77778,10372630.0
Angola,1967,30389741292.418,6414995.0
Albania,1967,30389741292.418,1965598.0
Andorra,1967,30389741292.418,20758.0
Arab World,1967,30389741292.418,112406932.0
United Arab Emirates,1967,30389741292.418,170283.0
Argentina,1967,30389741292.418,22932203.0
Armenia,1967,30389741292.418,2339124.0
American Samoa,1967,30389741292.418,25116.0
Antigua and Barbuda,1967,30389741292.418,63360.0
Australia,1967,30389741292.418,11799000.0
Austria,1967,11579431668.9165,7376998.0
Azerbaijan,1967,178297142.857143,4843870.0
Burundi,1967,178297142.857143,3234023.0
Belgium,1967,19992040788.4593,9580991.0
Benin,1967,306222000.407316,2735307.0
Burkina Faso,1967,450753993.176448,5343019.0
Bangladesh,1967,7253575399.32149,59620669.0
Bulgaria,1967,390196078.431373,8310226.0
Bahrain,1967,390196078.431373,196063.0
"Bahamas, The",1967,390196078.431373,152609.0
Bosnia and Herzegovina,1967,47379310.3448276,3632669.0
Belarus,1967,47379310.3448276,8785648.0
Belize,1967,47379310.3448276,112692.0
Bermuda,1967,155102984.621576,52000.0
Bolivia,1967,1084059814.81481,4237125.0
Brazil,1967,2553596091.82258,88191378.0
Barbados,1967,2553596091.82258,236621.0
Brunei Darussalam,1967,139030445.576898,112494.0
Bhutan,1967,2553596091.82258,270622.0
Botswana,1967,58646443.5146444,633154.0
Central African Republic,1967,163820538.867947,1718603.0
Canada,1967,64768831262.1761,20412000.0
Central Europe and the Baltics,1967,17740013179.26,97043587.0
Switzerland,1967,17740013179.26,5991785.0
Channel Islands,1967,7013196078.43137,117474.0
Chile,1967,7013196078.43137,8997325.0
China,1967,72881631326.6715,754550000.0
Cote d'Ivoire,1967,1082922892.15202,4656353.0
Cameroon,1967,934079050.346173,6058539.0
"Congo, Dem. Rep.",1967,237397428.336411,18378214.0
"Congo, Rep.",1967,237397428.336411,1251703.0
Colombia,1967,5727195020.23203,20311371.0
Comoros,1967,699456618.867925,215897.0
Cabo Verde,1967,699456618.867925,248747.0
Costa Rica,1967,699456618.867925,1694710.0
Caribbean small states,1967,3128410439.6317,4718167.0
Cuba,1967,12788479692.1939,8263546.0
Curacao,1967,12788479692.1939,138140.0
Cayman Islands,1967,12788479692.1939,8521.0
Cyprus,1967,12788479692.1939,591308.0
Czech Republic,1967,12788479692.1939,9852899.0
Germany,1967,12788479692.1939,76951336.0
Djibouti,1967,12788479692.1939,131397.0
Dominica,1967,12788479692.1939,67686.0
Denmark,1967,12788479692.1939,4835354.0
Dominican Republic,1967,1034800000.0,4125109.0
Algeria,1967,3370843065.76735,13354197.0
East Asia & Pacific (excluding high income),1967,100332524932.025,1029286493.0
Early-demographic dividend,1967,208510847215.056,1158571169.0
East Asia & Pacific,1967,272048358531.319,1194424326.0
Europe & Central Asia (excluding high income),1967,163820538.867947,303700772.0
Europe & Central Asia,1967,780053434508.451,719879789.0
Ecuador,1967,2553596091.82258,5566057.0
"Egypt, Arab Rep.",1967,5579168509.50907,32534021.0
Euro area,1967,483621899479.557,282114545.0
Eritrea,1967,31647119228.1982,1674204.0
Spain,1967,31647119228.1982,32682947.0
Estonia,1967,661332223545.803,1318946.0
Ethiopia,1967,661332223545.803,26281208.0
European Union,1967,661332223545.803,434001556.0
Fragile and conflict affected situations,1967,9368954010.3132,142167980.0
Finland,1967,9368954010.3132,4605744.0
Fiji,1967,162625885.863484,487913.0
France,1967,119466139619.589,50915456.0
Faroe Islands,1967,271543680.279265,37768.0
"Micronesia, Fed. Sts.",1967,271543680.279265,56319.0
Gabon,1967,271543680.279265,553823.0
